cell ,,,,,,,,,,cell ,,,,,,,,,,,cell ,,,,,,,,cell ,,,,,,,,,,,cell ,,,,,,,,,,,cell ,,,,,,,,,,,cell ,,,,,,,,,,,cell ,,,,,,,,,,,cell ,,,,,,,,,,,cell ,,,,,,,,,
1,,,,,,,,,,2,,,,,,,,,,,3,,,,,,,,4,,,,,,,,,,,5,,,,,,,,,,,6,,,,,,,,,,,7,,,,,,,,,,,8,,,,,,,,,,,9,,,,,,,,,,,10,,,,,,,,,
Cell_01_0002_SpTimes,Cell_01_0003_SpTimes,Cell_01_0004_SpTimes,Cell_01_0005_SpTimes,Cell_01_0006_SpTimes,Cell_01_0007_SpTimes,Cell_01_0008_SpTimes,Cell_01_0009_SpTimes,Cell_01_0010_SpTimes,,Cell_01_0011_SpTimes,Cell_01_0012_SpTimes,Cell_01_0013_SpTimes,Cell_01_0014_SpTimes,Cell_01_0015_SpTimes,Cell_01_0016_SpTimes,Cell_01_0017_SpTimes,Cell_01_0018_SpTimes,Cell_01_0019_SpTimes,Cell_01_0020_SpTimes,,Cell_01_0021_SpTimes,Cell_01_0023_SpTimes,Cell_01_0022_SpTimes,Cell_01_0024_SpTimes,Cell_01_0025_SpTimes,Cell_01_0026_SpTimes,Cell_01_0030_SpTimes,,Cell_01_0121_SpTimes,Cell_01_0122_SpTimes,Cell_01_0123_SpTimes,Cell_01_0124_SpTimes,Cell_01_0125_SpTimes,Cell_01_0126_SpTimes,Cell_01_0127_SpTimes,Cell_01_0128_SpTimes,Cell_01_0129_SpTimes,Cell_01_0130_SpTimes,,Cell_01_0031_SpTimes,Cell_01_0032_SpTimes,Cell_01_0033_SpTimes,Cell_01_0034_SpTimes,Cell_01_0035_SpTimes,Cell_01_0036_SpTimes,Cell_01_0037_SpTimes,Cell_01_0038_SpTimes,Cell_01_0039_SpTimes,Cell_01_0040_SpTimes,,Cell_01_0041_SpTimes,Cell_01_0042_SpTimes,Cell_01_0043_SpTimes,Cell_01_0044_SpTimes,Cell_01_0045_SpTimes,Cell_01_0046_SpTimes,Cell_01_0047_SpTimes,Cell_01_0048_SpTimes,Cell_01_0049_SpTimes,Cell_01_0050_SpTimes,,Cell_01_0061_SpTimes,Cell_01_0062_SpTimes,Cell_01_0063_SpTimes,Cell_01_0064_SpTimes,Cell_01_0065_SpTimes,Cell_01_0066_SpTimes,Cell_01_0067_SpTimes,Cell_01_0068_SpTimes,Cell_01_0069_SpTimes,Cell_01_0070_SpTimes,,Cell_01_0071_SpTimes,Cell_01_0072_SpTimes,Cell_01_0073_SpTimes,Cell_01_0074_SpTimes,Cell_01_0075_SpTimes,Cell_01_0076_SpTimes,Cell_01_0077_SpTimes,Cell_01_0078_SpTimes,Cell_01_0079_SpTimes,Cell_01_0080_SpTimes,,Cell_01_0081_SpTimes,Cell_01_0082_SpTimes,Cell_01_0083_SpTimes,Cell_01_0084_SpTimes,Cell_01_0085_SpTimes,Cell_01_0086_SpTimes,Cell_01_0087_SpTimes,Cell_01_0088_SpTimes,Cell_01_0089_SpTimes,Cell_01_0090_SpTimes,,Cell_01_0091_SpTimes,Cell_01_0092_SpTimes,Cell_01_0093_SpTimes,Cell_01_0094_SpTimes,Cell_01_0095_SpTimes,Cell_01_0096_SpTimes,Cell_01_0100_SpTimes,Cell_01_0099_SpTimes,Cell_01_0098_SpTimes,Cell_01_0097_SpTimes
6.91189,6.60693,6.25913,5.84899,5.8305,6.2674,7.3253,7.25957,7.61154,,,7.00226,6.93726,6.30951,,5.79398,7.09906,,,,,4.41256,4.89634,4.62241,5.13243,5.3885,5.32881,3.30378,,3.41586,3.44553,3.66375,4.06691,7.83113,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.01504,2.93507,2.05695,2.06198,2.0858,3.47187,2.06629,2.09215,2.07146,2.08347,,3.41832,3.41108,3.45614,3.33758,3.46815,3.36886,3.2676,3.21682,3.17809,3.38485,,4.45687,4.45038,4.50041,4.54132,4.51054,4.49369,4.57426,4.50218,4.4759,4.50539,,4.09183,4.03017,3.9816,3.94728,3.93499,3.90967,3.71599,3.79384,3.84407,3.82502
6.94821,6.63973,6.28581,5.87753,5.87014,6.29674,7.36884,7.28851,7.64792,,,7.05289,6.97615,6.34207,,5.82185,7.16002,,,,,4.44255,4.92517,4.65859,5.15621,5.41585,5.37445,3.32502,,3.43367,3.46516,3.68328,4.07608,7.88694,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.02557,2.94668,2.06915,2.07156,2.09927,3.48505,2.07588,2.10688,2.08328,2.09659,,3.43856,3.43121,3.47583,3.35672,3.49073,3.38844,3.29019,3.23582,3.19793,3.40504,,4.48358,4.47575,4.52977,4.56683,4.53818,4.51922,4.59983,4.52921,4.50158,4.52578,,4.11403,4.05444,4.00081,3.96793,3.95607,3.93044,3.73799,3.81384,3.86738,3.84611
6.98287,6.68756,6.33091,5.90784,5.89622,6.34288,7.42629,7.32933,7.7001,,,7.09176,7.01475,6.37312,,5.8545,7.21581,,,,,4.46598,4.95144,4.69392,5.18414,5.4635,5.40322,3.34073,,3.45085,3.48307,3.70303,4.08602,7.93643,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.03874,2.95981,2.08043,2.08439,2.11015,3.51954,2.08802,2.11722,2.0948,2.10768,,3.4579,3.45412,3.49482,3.37487,3.50966,3.40808,3.311,3.25214,3.21782,3.4249,,4.5098,4.50108,4.55621,4.59428,4.56294,4.54234,4.62802,4.55672,4.52553,4.55571,,4.14106,4.07794,4.0275,3.99076,3.97802,3.95263,3.76059,3.83555,3.89052,3.86954
7.01222,6.71559,6.36293,5.94405,5.93179,6.38369,7.4691,7.36226,7.72529,,,7.13869,7.05489,6.41373,,5.89468,7.25291,,,,,4.48869,4.97323,4.73262,5.21281,5.49125,5.42639,3.36014,,3.47343,3.50495,3.72647,4.09557,7.98047,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.04969,2.97131,2.09326,2.09621,2.12202,3.56618,2.10061,2.13004,2.10759,2.11913,,3.47989,3.47327,3.51535,3.39589,3.53193,3.4265,3.33163,3.27317,3.23761,3.44542,,4.53604,4.52561,4.5801,4.62215,4.59389,4.56554,4.65906,4.58149,4.55122,4.58101,,4.16439,4.09991,4.04868,4.01528,4.00255,3.97428,3.78245,3.85605,3.91132,3.89033
7.04245,6.74787,6.39557,5.98496,5.96338,6.42949,7.51234,7.4044,7.77114,,,7.1747,7.10716,6.44304,,5.9274,7.29244,,,,,4.51255,5.00812,4.76564,5.23639,5.53217,5.45669,3.37953,,3.48998,3.52346,3.74365,4.1046,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.06165,2.99419,2.10362,2.10884,2.13467,3.57758,2.11287,2.13945,2.11866,2.13257,,3.49532,3.49291,3.53505,3.41652,3.55175,3.44551,3.34929,3.2916,3.25686,3.46322,,4.56322,4.54814,4.60502,4.646,4.61847,4.59468,4.68818,4.60669,4.57861,4.60795,,4.19009,4.12605,4.07249,4.03714,4.02225,3.99704,3.80379,3.87869,3.93339,3.91139
7.07396,6.78815,6.42366,6.01383,5.99237,6.47949,7.56122,7.44552,7.81582,,,7.21178,7.14379,6.48832,,5.97412,7.33603,,,,,4.54083,5.04436,4.79282,5.26593,5.55764,5.47852,3.39887,,3.51404,3.54464,3.76531,4.11322,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.07445,3.00812,2.11549,2.11919,2.14756,3.58934,2.12489,2.15293,2.13055,2.14506,,3.51874,3.51244,3.55329,3.43434,3.5707,3.46479,3.37231,3.31107,3.2758,3.48453,,4.59295,4.57467,4.63219,4.67137,4.64624,4.62101,4.713,4.63243,4.60373,4.63316,,4.20908,4.1481,4.09416,4.05785,4.04579,4.01886,3.82723,3.89916,3.9538,3.93216
7.12431,6.82307,6.45528,6.04496,6.0206,6.53239,7.60801,7.48004,7.85523,,,7.24451,7.18673,6.53,,6.00284,7.37938,,,,,4.56867,5.09646,4.82291,5.29085,5.59129,5.52046,3.41748,,3.53454,3.56287,3.78915,4.12311,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.08677,3.02012,2.1289,2.13234,2.15963,3.60094,2.13816,2.1641,2.1429,2.15564,,3.53686,3.53091,3.5712,3.45405,3.58962,3.48327,3.39153,3.32658,3.29549,3.5078,,4.61649,4.60253,4.65759,4.69897,4.67103,4.64796,4.73892,4.65815,4.62981,4.66161,,4.2342,4.17194,4.11412,4.07925,4.06777,4.04029,3.84757,3.92462,3.97899,3.95522
7.14848,6.85069,6.49063,6.09211,6.05313,6.5654,7.64942,7.51701,7.91793,,,7.29479,7.22514,6.56136,,6.04058,7.44676,,,,,4.59386,5.1232,4.85635,5.31786,5.61844,5.54872,3.43823,,3.55598,3.58896,3.81233,4.13123,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.09781,3.033,2.14075,2.14365,2.17093,3.6234,2.14991,2.17605,2.15562,2.16845,,3.55718,3.55099,3.59252,3.47448,3.60818,3.50492,3.40997,3.34628,3.317,3.52703,,4.64452,4.63182,4.68084,4.72371,4.69913,4.67564,4.76851,4.6851,4.65851,4.68846,,4.25774,4.19526,4.13606,4.1026,4.09424,4.06204,3.86835,3.9479,4.00128,3.97808
7.19397,6.89709,6.52127,6.11946,6.09652,6.63106,7.69455,7.55441,7.94379,,,7.32521,7.26644,6.60348,,6.0708,7.48309,,,,,4.61637,5.15169,4.87807,5.34764,5.64751,5.57983,3.45812,,3.57385,3.60506,3.83501,4.14015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.10875,3.04637,2.1526,2.15674,2.18263,3.67079,2.16112,2.18782,2.16833,2.17907,,3.57695,3.57317,3.61316,3.49453,3.63064,3.52331,3.43076,3.36398,3.33431,3.54544,,4.67186,4.65577,4.71157,4.74859,4.72397,4.70019,4.7955,4.71181,4.68462,4.71461,,4.27988,4.21941,4.15868,4.1244,4.11366,4.08319,3.89116,3.96926,4.02665,3.99956
7.23776,6.93395,6.58114,6.14518,6.12446,6.66029,7.72858,7.58813,7.97807,,,7.37063,7.30289,6.63584,,6.10676,7.53931,,,,,4.6433,5.18258,4.9087,5.37595,5.69971,5.61211,3.48224,,3.59395,3.64245,3.85773,4.14934,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.12313,3.05691,2.16368,2.16967,2.19538,3.68473,2.17189,2.19952,2.18183,2.1903,,3.59781,3.59131,3.63201,3.51332,3.65076,3.54121,3.44867,3.38252,3.35254,3.56508,,4.69638,4.68168,4.7422,4.77434,4.74865,4.72446,4.82098,4.73402,4.71043,4.74064,,4.3046,4.24184,4.18035,4.14875,4.13919,4.10529,3.91078,3.99176,4.04789,4.02346
7.28979,6.9687,6.6705,6.18392,6.17363,6.71938,7.76435,7.62844,,,,7.40639,7.33628,6.66744,,6.14438,7.58348,,,,,4.66382,5.2095,4.94466,5.40447,5.73011,5.6377,3.50091,,3.61502,3.66393,3.87857,4.15814,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.13553,3.08211,2.1771,2.18319,2.2057,3.6965,2.18606,2.21181,2.19385,2.20365,,3.61694,3.61282,3.65293,3.5309,3.67031,3.56141,3.46936,3.40186,3.37174,3.58758,,4.72768,4.70759,4.76544,4.80025,4.77213,4.75404,4.84992,4.75903,4.73958,4.76917,,4.32838,4.26369,4.20016,4.17157,4.16545,4.12698,3.93345,4.01305,4.0696,4.04479
7.34483,7.01003,6.70735,6.21019,6.20761,6.75611,7.82401,7.68973,,,,7.46406,7.39039,6.69904,,6.1801,7.61141,,,,,4.68462,5.23908,4.96922,5.4318,5.75252,5.68026,3.52144,,3.63326,3.6799,3.90095,4.16817,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.14597,3.09434,2.18751,2.19494,2.21947,3.70835,2.19675,2.22472,2.20597,2.21539,,3.63608,3.63002,3.67218,3.55257,3.69169,3.57937,3.48786,3.42017,3.3933,3.60823,,4.75422,4.73181,4.79355,4.82223,4.79985,4.77784,4.87556,4.78421,4.76286,4.79643,,4.35091,4.28665,4.2249,4.19618,4.18729,4.15423,3.95568,4.03285,4.08897,4.06919
7.37661,7.04896,6.74037,6.25106,6.23771,6.80223,7.86,7.72364,,,,7.49983,7.42751,6.73984,,6.21114,7.65913,,,,,4.71377,5.26238,4.99557,5.46335,5.79196,5.7068,3.53963,,3.65136,3.70419,3.92198,4.17707,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.15757,3.10476,2.19901,2.20629,2.23007,3.73408,2.20901,2.23729,2.21965,2.22832,,3.65707,3.65237,3.69195,3.56936,3.71065,3.59901,3.50767,3.43669,3.41016,3.63275,,4.779,4.75694,4.81961,4.84415,4.83207,4.80046,4.90121,4.80752,4.78968,4.82606,,4.37411,4.30765,4.24699,4.21777,4.21054,4.17913,3.97698,4.05472,4.1096,4.08998
7.41104,7.08828,6.774,6.27679,6.28641,6.84017,7.89499,7.77649,,,,7.53454,7.46908,6.78013,,6.24617,7.69513,,,,,4.73354,5.28215,5.02434,5.48964,5.82779,5.74131,3.55622,,3.67202,3.72457,3.94383,4.18606,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.16919,3.1179,2.2103,2.21964,2.24246,3.77317,2.22283,2.25052,2.23148,2.23958,,3.67463,3.67298,3.71133,3.58755,3.72905,3.61978,3.52547,3.45292,3.43026,3.65175,,4.80563,4.784,4.84299,4.87264,4.8574,4.82829,4.92995,4.83318,4.8206,4.8503,,4.39826,4.33441,4.2706,4.24096,4.23438,4.20251,3.99861,4.07422,4.13044,4.1129
7.44111,7.11591,6.80035,6.30629,6.32048,6.90214,7.92891,7.80697,,,,7.56783,7.51534,6.81491,,6.28572,7.74122,,,,,4.75936,5.3094,5.05256,5.51884,5.85845,5.77075,3.57569,,3.69134,3.7441,3.96512,4.196,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.18214,3.12923,2.2232,2.23278,2.25524,3.78393,2.23379,2.2623,2.24446,2.25184,,3.6968,3.69368,3.73217,3.60599,3.74828,3.63947,3.5449,3.47294,3.45043,3.67178,,4.82831,4.813,4.86961,4.89603,4.88744,4.85117,4.95494,4.86048,4.84701,4.87347,,4.41973,4.35555,4.29373,4.26426,4.25538,4.22412,4.02078,4.09838,4.15383,4.1374
7.4846,7.15346,6.83149,6.34868,6.34655,6.95879,7.9784,7.84474,,,,7.62933,7.55606,6.84454,,6.31596,7.78866,,,,,4.78833,5.33403,5.07963,5.55768,5.89122,5.79643,3.5959,,3.71248,3.76579,3.98393,4.206,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.19444,3.13985,2.23629,2.24657,2.26806,3.79582,2.24504,2.27399,2.25725,2.26438,,3.71996,3.71404,3.75335,3.6282,3.76836,3.65833,3.56157,3.49059,3.47024,3.69059,,4.85437,4.83805,4.89313,4.92444,4.9131,4.88028,4.98278,4.88938,4.87526,4.89966,,4.44154,4.37694,4.31562,4.28718,4.27727,4.24697,4.04231,4.12008,4.17489,4.15924
7.51992,7.18675,6.86575,6.37983,6.38337,6.99641,,7.8768,,,,7.67482,7.59242,6.89589,,6.36167,7.8257,,,,,4.81197,5.36773,5.10863,5.59963,5.92834,5.831,3.61433,,3.72958,3.78716,4.00838,4.21568,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.20571,3.15185,2.24853,2.25762,2.2808,3.83246,2.25722,2.28698,2.2704,2.277,,3.741,3.73564,3.76961,3.64804,3.78587,3.67706,3.58239,3.50863,3.48869,3.71045,,4.87957,4.866,4.92067,4.95155,4.94241,4.91108,5.00893,4.91309,4.90072,4.92835,,4.46661,4.40137,4.34115,4.30528,4.30168,4.26802,4.06272,4.13958,4.19882,4.18062
7.56056,7.24181,6.89372,6.40717,6.42027,7.04148,,7.90225,,,,7.7092,7.62949,6.92934,,6.39409,7.8734,,,,,4.83832,5.39316,5.13939,5.63595,5.95889,5.86777,3.63419,,3.74766,3.80837,4.02808,4.2255,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.21839,3.1637,2.26077,2.26922,2.29199,3.8554,2.26823,2.29796,2.28189,2.28693,,3.76212,3.75742,3.78802,3.66793,3.80329,3.69623,3.60345,3.52661,3.50839,3.73396,,4.90194,4.89118,4.94542,4.97423,4.96587,4.93477,5.03407,4.93915,4.92883,4.95643,,4.48805,4.42378,4.36336,4.3324,4.32391,4.29118,4.08329,4.16151,4.22173,4.20344
7.64169,7.27615,6.92827,6.43821,6.45476,7.08132,,7.94404,,,,7.76092,7.67127,6.96703,,6.4364,7.91891,,,,,4.88673,5.41765,5.1629,5.67022,5.99423,5.90286,3.65149,,3.76663,3.82894,4.05346,4.2349,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.22992,3.18881,2.27225,2.28101,2.3037,3.86799,2.28031,2.31119,2.2936,2.30013,,3.78038,3.77823,3.80734,3.68598,3.82167,3.71576,3.61998,3.54586,3.52546,3.7528,,4.92814,4.91699,4.97564,4.99965,4.99064,4.96007,5.06257,4.95889,4.9535,4.98294,,4.51046,4.44865,4.38613,4.35332,4.34556,4.31353,4.10594,4.18294,4.24343,4.22869
7.66693,7.31351,6.96784,6.46877,6.48533,7.13122,,7.99779,,,,7.79376,7.71247,7.01734,,6.47413,7.95883,,,,,4.92051,5.44374,5.18955,5.69876,6.03763,5.93338,3.67383,,3.78582,3.84868,4.07288,4.24391,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.24275,3.20104,2.2842,2.29302,2.31582,3.91571,2.29253,2.32271,2.30531,2.31257,,3.80251,3.79692,3.83179,3.70548,3.84162,3.73469,3.64073,3.56532,3.54467,3.77354,,4.95353,4.94301,5.00292,5.02658,5.02357,4.99055,5.08683,4.98845,4.97967,5.01324,,4.53369,4.47128,4.40845,4.37832,4.36866,4.33371,4.12829,4.20424,4.26672,4.25185
7.70646,7.34913,6.99202,6.49742,6.51,7.16281,,,,,,7.83194,7.76167,7.05894,,6.5075,7.99612,,,,,4.9419,5.4705,5.2231,5.73437,6.06402,5.95664,3.6921,,3.80455,3.86933,4.09767,4.25358,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.25387,3.22319,2.29727,2.30465,2.32769,3.93937,2.30304,2.34707,2.31717,2.32527,,3.82066,3.81279,3.85148,3.72707,3.85919,3.75377,3.65963,3.58413,3.56151,3.79145,,4.97996,4.96927,5.02931,5.05325,5.05015,5.01499,5.11203,5.01297,5.00506,5.04068,,4.55802,4.49386,4.43381,4.40008,4.38949,4.35471,4.15056,4.22619,4.28905,4.27463
7.73421,7.39188,7.02463,6.52207,6.55231,7.19885,,,,,,7.86792,7.79286,7.08568,,6.53905,,,,,,4.96486,5.50007,5.24857,5.75841,6.11394,5.98754,3.71316,,3.82331,3.88666,4.12258,4.26426,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.26838,3.23573,2.31091,2.31673,2.34112,3.95299,2.31477,2.35947,2.33107,2.33501,,3.84184,3.83036,3.874,3.74836,3.88157,3.77323,3.6797,3.60343,3.57904,3.81152,,5.005,4.995,5.054,5.08145,5.07637,5.03663,5.13823,5.04185,5.03301,5.06563,,4.58203,4.51519,4.46004,4.42651,4.41192,4.37808,4.17105,4.2468,4.31129,4.2967
7.7747,7.43406,7.05878,6.55286,6.60204,7.24157,,,,,,7.91111,7.8328,7.11794,,6.5922,,,,,,4.98368,5.53011,5.27889,5.78721,6.14856,6.02044,3.73584,,3.84574,3.9113,4.14176,4.27401,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.27938,3.2701,2.31993,2.32753,2.35304,3.96321,2.32722,2.36986,2.34222,2.34772,,3.86085,3.85062,3.89486,3.76678,3.89764,3.79317,3.70072,3.62418,3.59976,3.83216,,5.03612,5.02219,5.08384,5.10324,5.10409,5.06219,5.16465,5.06702,5.05836,5.09134,,4.60635,4.5386,4.47922,4.44851,4.43318,4.40214,4.19404,4.26891,4.33394,4.318
7.80459,7.46563,7.08535,6.58809,6.62953,7.28646,,,,,,7.96225,7.87909,7.15862,,6.63084,,,,,,5.02229,5.56083,5.29932,5.82423,6.18077,6.04994,3.75489,,3.86368,3.92624,4.16217,4.29232,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.29063,3.28156,2.33168,2.34097,2.36641,3.97656,2.33893,2.38242,2.35579,2.35995,,3.87931,3.86982,3.91423,3.78765,3.91835,3.81007,3.71979,3.64284,3.61912,3.85398,,5.05843,5.04722,5.10856,5.12838,5.12897,5.09015,5.19227,5.09494,5.08793,5.11877,,4.62926,4.56321,4.50289,4.47045,4.45955,4.42583,4.21529,4.29056,4.35499,4.34105
7.84798,7.50111,7.11898,6.61025,6.65794,7.37128,,,,,,7.99056,7.91491,7.19698,,6.66104,,,,,,5.04215,5.59247,5.32622,5.85676,6.20544,6.09996,3.7735,,3.88327,3.94645,4.18427,4.31179,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.30319,3.30485,2.34253,2.35427,2.37946,3.99813,2.3506,2.39486,2.37037,2.37259,,3.89776,3.8883,3.93507,3.80985,3.93458,3.82876,3.7393,3.66287,3.63672,3.87406,,5.08295,5.07208,5.13328,5.15336,5.15681,5.11765,5.22263,5.11596,5.11101,5.14933,,4.64998,4.58848,4.52782,4.49553,4.48203,4.44746,4.2382,4.31247,4.37736,4.36286
7.88188,7.54202,7.15908,6.63852,6.69171,7.40095,,,,,,,7.9537,7.23306,,6.69659,,,,,,5.0665,5.64358,5.35146,5.87758,6.23026,6.12336,3.79692,,3.90294,3.96884,4.20332,4.32258,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.3129,3.31788,2.35481,2.36493,2.39121,4.03445,2.36253,2.40761,2.3836,2.38687,,3.92413,3.90989,3.95697,3.82864,3.95422,3.84811,3.75852,3.68118,3.6564,3.89586,,5.10867,5.09857,5.16089,5.18132,5.18325,5.1463,5.24603,5.13843,5.14312,5.1767,,4.67388,4.61102,4.55123,4.51697,4.50636,4.46785,4.25804,4.33432,4.4036,4.3834
7.96659,7.57946,7.19267,6.67241,6.72744,7.43604,,,,,,,,7.27407,,6.73049,,,,,,5.0955,5.67402,5.37641,5.90864,6.2704,6.15664,3.82878,,3.92292,3.98502,4.22633,4.33252,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.32501,3.34051,2.36833,2.37687,2.40395,4.0582,2.37494,2.4183,2.39479,2.39744,,3.94308,3.92829,3.97732,3.85234,3.97604,3.86637,3.77778,3.70156,3.67609,3.91579,,5.13243,5.12768,5.18685,5.20625,5.21083,5.17285,5.27215,5.16416,5.17162,5.20341,,4.69813,4.63531,4.57548,4.54222,4.52655,4.48997,4.28097,4.35774,4.42756,4.40933
7.99586,7.6175,7.21878,6.69821,6.78296,7.48318,,,,,,,,7.31501,,6.76234,,,,,,5.11629,5.7008,5.40365,5.93511,6.29582,6.18698,3.87003,,3.93928,4.0044,4.25412,4.3422,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.33662,3.3524,2.38285,2.38822,2.41647,4.06975,2.38634,2.42959,2.40858,2.41041,,3.95969,3.94661,3.99758,3.87114,3.99563,3.88824,3.79953,3.71868,3.69505,3.93506,,5.16193,5.15164,5.21126,5.23223,5.23587,5.20083,5.30175,5.18707,5.19154,5.22794,,4.72001,4.65746,4.5994,4.56478,4.54917,4.5108,4.30098,4.37955,4.45025,4.43181
,7.6445,7.2639,6.72449,6.8122,7.52201,,,,,,,,7.34674,,6.79649,,,,,,5.13578,5.72827,5.42411,5.96156,6.3239,6.21097,3.8958,,3.96127,4.02713,4.27385,4.35312,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.3512,3.36385,2.39372,2.40141,2.4281,4.07981,2.39721,2.44374,2.4206,2.42167,,3.98171,3.96879,4.01777,3.89412,4.01344,3.90624,3.81899,3.73738,3.71731,3.9559,,5.1859,5.17713,5.23968,5.25886,5.26783,5.22598,5.32617,5.21051,5.22109,5.25284,,4.74105,4.68071,4.62192,4.58766,4.57281,4.53293,4.32288,4.40091,4.47316,4.45196
,7.67692,7.29818,6.77908,6.85608,7.57716,,,,,,,,7.38533,,6.83585,,,,,,5.157,5.75398,5.45511,5.9904,6.35133,6.24247,3.92814,,3.9776,4.0458,4.29569,4.36544,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.36202,3.3775,2.40496,2.41237,2.44019,4.10546,2.41119,2.4559,2.43372,2.4341,,4.00064,3.98931,4.04094,3.91348,4.03333,3.92282,3.83789,3.75428,3.73777,3.9762,,5.21309,5.2032,5.2664,5.2843,5.29015,5.25067,5.3515,5.23496,5.24577,5.27927,,4.76343,4.70296,4.6425,4.61108,4.59401,4.55687,4.34411,4.42028,4.49323,4.47317
,7.70838,7.33268,6.81248,6.90611,7.62565,,,,,,,,7.42769,,6.87389,,,,,,5.17957,5.78772,5.48091,6.0256,6.38216,6.27748,3.95615,,3.99723,4.06612,4.31619,4.37647,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.37254,3.40095,2.41611,2.42654,2.45177,4.11742,2.42153,2.46892,2.44518,2.4473,,4.0206,4.00918,4.06007,3.93337,4.05202,3.9394,3.85819,3.77156,3.75545,3.99615,,5.23813,5.22682,5.29386,5.31377,5.31768,5.27466,5.3814,5.26364,5.27681,5.30349,,4.78986,4.7263,4.66749,4.63383,4.61667,4.58027,4.36831,4.44366,4.51594,4.49754
,7.75768,7.36266,6.85456,6.94392,7.6554,,,,,,,,7.46233,,6.90431,,,,,,5.20178,5.81184,5.50649,6.0511,6.40402,6.30073,3.98564,,4.01702,4.08579,4.33723,4.38855,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.38362,3.41271,2.42765,2.43633,2.46368,4.12722,2.4341,2.48124,2.45657,2.45914,,4.03993,4.02698,4.08106,3.95378,4.07052,3.9564,3.87663,3.78914,3.7737,4.01525,,5.26153,5.25163,5.32055,5.33943,5.34734,5.30434,5.40394,5.28965,5.30087,5.32873,,4.81393,4.74779,4.69254,4.65757,4.6398,4.60131,4.38854,4.46697,4.53616,4.51904
,7.79499,7.38928,6.89591,6.98039,7.69262,,,,,,,,7.50498,,6.93798,,,,,,5.23126,5.84348,5.53534,6.08965,6.43626,6.33929,4.00595,,4.05398,4.10319,4.35942,4.39843,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.39459,3.4233,2.4389,2.44846,2.47572,4.15259,2.44599,2.49129,2.46741,2.4723,,4.06041,4.04618,4.10048,3.97387,4.08949,3.97708,3.89707,3.80769,3.79311,4.03467,,5.28963,5.27635,5.34402,5.36694,5.37142,5.33066,5.43066,5.31235,5.32931,5.3533,,4.83988,4.7741,4.71669,4.68055,4.66314,4.6249,4.41128,4.49058,4.56178,4.54195
,7.82173,7.41787,6.9246,7.01635,7.75598,,,,,,,,7.53944,,6.97745,,,,,,5.25748,5.86931,5.56876,6.12548,6.47696,6.36602,4.03229,,4.07587,4.12326,4.37903,4.4111,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.4078,3.44682,2.44995,2.46131,2.48895,4.16371,2.45834,2.50316,2.47972,2.48311,,4.07733,4.06413,4.12081,3.99276,4.10944,3.99884,3.91502,3.82903,3.81142,4.0538,,5.31234,5.30154,5.37101,5.39771,5.40004,5.3558,5.46146,5.3375,5.35599,5.38168,,4.8663,4.79768,4.74113,4.7033,4.68766,4.64548,4.43197,4.51194,4.58393,4.56342
